CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_ADDRESS1;EMPLOYER_ADDRESS2;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAIC_CODE;TOTAL WORKERS;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_WAGE_SOURCE;PW_WAGE_SOURCE_YEAR;PW_WAGE_SOURCE_OTHER;WAGE_RATE_OF_PAY;WAGE_UNIT_OF_PAY;H-1B_DEPENDENT;WILLFUL VIOLATOR;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE;;;;
I-200-15196-537695;CERTIFIED;17.07.2015;23.07.2015;H-1B;09/14/2015;09/14/2018;HYBRIS, U.S., CORP.;75 BEATTIE PLACE;SUITE 550;GREENVILLE;SC;29601-2181;UNITED STATES OF AMERICA;N/A;8883429457;;RAHUL SHAH;MATAWAN;NJ;TECHNOLOGY CONSULTANT;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;54151;1;Y;87027.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;120000 -;Year;N;N;CHICAGO;COOK;IL;60606;;;;
I-200-15196-537797;CERTIFIED-WITHDRAWN;15.07.2015;10.09.2015;H-1B;07/15/2015;07/14/2018;IDHASOFT, INC.;SIX CONCOURSE PARKWAY, FIFTH FLOOR;SUITE 500;ATLANTA;GA;30328;UNITED STATES OF AMERICA;N/A;7702482999;;JOHN BOUDIA;SOUTHFIELD;MI;BUSINESS ANALYST;15-1141;DATABASE ADMINISTRATORS;541511;1;Y;57346.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;60000 - 90000;Year;Y;N;DULUTH;GWINNETT;GA;30096;;;;
I-200-15196-539011;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/15/2018;DECIPHER SOFTWARE SOLUTIONS;2861 EXECUTIVE DRIVE;SUITE 210;CLEARWATER;FL;33762;UNITED STATES OF AMERICA;N/A;8136005562;;SAMUEL ALEMU;SCHAUMBURG;IL;SYSTEMS ANALYST/SAP;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;65478;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;75000 -;Year;Y;N;CLEARWATER;PINELLAS;FL;33762;;;;
I-200-15196-540405;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/16/2015;07/15/2018;PARAM CONSULTING SERVICES, INC;200 MIDDLESEX ESSEX TPK;SUITE 110;ISELIN;NJ;8830;UNITED STATES OF AMERICA;N/A;7324040466;105;PRISCILLA MUHLENKAMP;WASHINGTON;DC;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;58053.00;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;58500.00 -;Year;Y;N;JERSEY CITY;HUDSON;NJ;7306;;;;
I-200-15196-541339;CERTIFIED;16.07.2015;22.07.2015;H-1B;07/20/2015;07/19/2018;PRICEWATERHOUSECOOPERS LLP;4040 W. BOY SCOUT BLVD.;;TAMPA;FL;33607;UNITED STATES OF AMERICA;;8133512888;;SHAENA ROWLAND;TORONTO;TX;ADVISORY SENIOR ASSOCIATE;15-1121;COMPUTER SYSTEMS ANALYSTS;541611;1;Y;76502.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;77106 -;Year;N;N;SAN DIEGO;SAN DIEGO;CA;92121;;;;
I-200-15196-542859;CERTIFIED;20.07.2015;24.07.2015;H-1B;07/29/2015;07/29/2018;INGRAM MICRO MOBILITY;501 AIRTECH PARKWAY;SUITE 320;PLAINFIELD;IN;46168;UNITED STATES OF AMERICA;N/A;7143821340;;KRISTIN KELLEY;CHICAGO;IL;SENIOR SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541519;1;Y;63315;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;84003 -;Year;N;N;PLAINFIELD;HENDRICKS;IN;46168;;;;
I-200-15196-543154;CERTIFIED;16.07.2015;22.07.2015;H-1B;08.01.2015;08.01.2018;GOLDMAN, SACHS & CO.;200 WEST STREET;N/A;NEW YORK;NY;10282;UNITED STATES OF AMERICA;N/A;2129021000;;ADAM FRANCOEUR;NEW YORK;NY;VICE PRESIDENT/INTERMEDIATE RESEARCH ASSOCIATE;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;523110;1;Y;111114;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;153700 -;Year;N;N;NEW YORK;NEW YORK;NY;10282;;;;
I-200-15196-543196;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/20/2015;07/19/2018;PROSPANCE, INC.;46725 FREMONT BLVD;N/A;FREMONT;CA;94538;UNITED STATES OF AMERICA;N/A;9254152394;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;74922.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;74922 -;Year;Y;N;SAN FRANCISCO;SAN FRANCISCO;CA;94105;;;;
I-200-15196-543707;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/23/2015;09.04.2017;C-VISION INC;3150 LIVERNOIS ROAD;SUITE 140;TROY;MI;48083;UNITED STATES OF AMERICA;;2486192062;;;;;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541519;1;Y;65354.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;65354 -;Year;Y;N;DETROIT;WAYNE;MI;48243;;;;
I-200-15196-543911;CERTIFIED;16.07.2015;22.07.2015;H-1B;08.03.2015;08.02.2018;MOTOROLA SOLUTIONS, INC.;1303 EAST ALGONQUIN ROAD;3RD FLOOR;SCHAUMBURG;IL;60196;UNITED STATES OF AMERICA;N/A;6023275581;;ROMULO GUEVARA;PHOENIX;AZ;IT BUSINESS SYSTEMS ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;3342;1;Y;68931.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;72800.00 - 121400.00;Year;N;N;SCHAUMBURG;COOK;IL;60196;;;;
I-200-15196-546076;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;CELMATIX, INC.;14 WALL STREET;16TH FLOOR;NEW YORK;NY;10005;UNITED STATES OF AMERICA;N/A;6463890245;;ANDREW STAUBER;BOSTON;MA;MANAGER OF DATA ANALYTICS;15-1111;COMPUTER AND INFORMATION RESEARCH SCIENTISTS;541710;1;Y;130270.00;Year;Level III;Other;2015;OFLC ONLINE DATA CENTER;150000 -;Year;N;N;NEW YORK;NEW YORK;NY;10005;;;;
I-200-15196-546400;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;WIPRO LIMITED;2 TOWER CENTER BLVD;SUITE 2200;EAST BRUNSWICK;NJ;8816;UNITED STATES OF AMERICA;N/A;7325091586;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;CONSULTANT;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;2;Y;77064;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;77064 -;Year;Y;N;SAN CARLOS;SAN MATEO;CA;94070;;;;
I-200-15196-546921;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/26/2015;07/24/2018;INFOSYS LIMITED;6100 TENNYSON PARKWAY;SUITE 200;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;TECHNOLOGY LEAD - US;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;85176;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;87096 -;Year;Y;N;SEATTLE;KING;WA;98101;;;;
I-200-15196-547159;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;08/21/2016;UNIVERSAL SOFTWARE CORPORATION;1 OLDE NORTH ROAD;SUITE # 303;CHELMSFORD;MA;1824;UNITED STATES OF AMERICA;N/A;9787702200;2242;PRISCILLA MUHLENKAMP;WASHINGTON;DC;JAVA DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;84074.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;84500 -;Year;Y;N;VACAVILLE;SOLANA;CA;95688;;;;
I-200-15196-547208;CERTIFIED;21.07.2015;27.07.2015;H-1B;08.03.2015;08/15/2017;PROKARMA, INC.;222 S.15TH STREET SUITE 505N;SUITE 320;OMAHA;NE;68102;UNITED STATES OF AMERICA;N/A;4023445739;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SOFTWARE DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;66560.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;67000 - 77000;Year;Y;N;VALLEY;DOUGLAS;NE;68064;;;;
I-200-15196-547677;CERTIFIED;15.07.2015;21.07.2015;H-1B;09.01.2015;08/31/2018;DAYTON PAIN CENTER, LLC;1 ELIZABETH PLACE;SUITE D;DAYTON;OH;45417;UNITED STATES OF AMERICA;N/A;9372222233;;ALEXANDER CASTRODALE;PITTSBURGH;PA;STAFF PHYSICIAN;29-1069;PHYSICIANS AND SURGEONS, ALL OTHER;622110;1;Y;246459.00;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;250000 -;Year;N;N;DAYTON;MONTGOMERY;OH;45417;;;;
I-200-15196-548067;CERTIFIED;15.07.2015;21.07.2015;H-1B;10.01.2015;10.01.2018;PARSETEK INC;14117 ROBERT PARIS CT;SUITE 320;CHANTILLY;VA;20151;UNITED STATES OF AMERICA;N/A;7037728307;;KAVITHA RAMASAMI;NEW YORK;NY;STORAGE ADMINISTRATOR;15-1142;NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS;541511;1;Y;77272.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;77272 -;Year;Y;N;JERSEY CITY;HUDSON;NJ;7310;;;;
I-200-15196-549044;CERTIFIED;15.07.2015;21.07.2015;H-1B;10.07.2015;10.06.2018;APPLICATION RESEARCH CENTER;13901 REMBRANDT WAY;SUITE 320;CHANTILLY;VA;20151;UNITED STATES OF AMERICA;N/A;5712653547;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SOFTWARE ENGINEER;15-1031.00;COMPUTER SOFTWARE ENGINEERS, APPLICATIONS;541511;1;Y;72384.00;Year;Level II;Other;2015;OFLC ONLINE DATA CENTER;72385 - 89856;Year;N;N;PORT WASHINGTON;NASSAU;NY;11050;;;;
I-200-15196-549131;CERTIFIED;17.07.2015;23.07.2015;H-1B;10.01.2015;09/30/2018;ROYAL CYBER INC.;55 SHUMAN BLVD;SUITE 275;NAPERVILLE;IL;60563;UNITED STATES OF AMERICA;N/A;6303556292;;JULIE APONTE;CHICAGO;IL;SENIOR SOFTWARE ENGINEER, LEVEL 1;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;68931.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;69000.00 - 77000.00;Year;Y;N;NAPERVILLE;DUPAGE;IL;60563;;;;
I-200-15196-549402;CERTIFIED;18.07.2015;23.07.2015;H-1B;07/20/2015;07/19/2018;ORBIT SYSTEMS INC.;615 CARLE AVENUE;SUITE 320;LEWIS CENTER;OH;43035;UNITED STATES OF AMERICA;N/A;6145048011;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;5415;1;Y;62566.00;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;65000 -;Year;Y;N;HOUSTON;HARRIS;TX;77079;;;;
I-200-15196-550467;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/20/2015;07/19/2018;COLUMN INFORMATION SECURITY, LLC;10 E. 22ND STREET;SUITE 200;LOMBARD;IL;60148;UNITED STATES OF AMERICA;N/A;6305156616;;RONALD SHAPIRO;NORTHBROOK;IL;BUSINESS SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;96907.00;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;135000 -;Year;N;N;LOMBARD;DUPAGE;IL;60148;;;;
I-200-15196-551017;CERTIFIED;15.07.2015;21.07.2015;H-1B;10/30/2015;10/29/2018;PRIMUS GLOBAL SERVICES, INC;1431 GREENWAY DRIVE;SUITE 750;IRVING;TX;75038;UNITED STATES OF AMERICA;N/A;9727536500;100;GOWRISANKAR CHALLAGUNDLA;SANTA CLARA;CA;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;63690.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;70000 -;Year;Y;N;DALLAS;DALLAS;TX;75207;;;;
I-200-15196-551880;CERTIFIED;15.07.2015;21.07.2015;H-1B;12/27/2015;12/26/2018;SAMSUNG RESEARCH AMERICA, INC.;665 CLYDE AVENUE;N/A;MOUNTAIN VIEW;CA;94043;UNITED STATES OF AMERICA;N/A;6502101000;;A JAMES VAZQUEZ AZPIRI;SAN FRANCISCO;CA;SOFTWARE ENGINEER, STAFF 1;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;541710;1;Y;119954.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;124560 -;Year;N;N;IRVINE;ORANGE;CA;92612;;;;
I-200-15196-552332;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/27/2015;07/26/2018;LEVEL LABS, L.P. D/B/A UNSHACKLED;435 HAMILTON AVE;SUITE 320;PALO ALTO;CA;94301;UNITED STATES OF AMERICA;N/A;4084996839;;RITA GEORGES;BUFFALO;NY;COMPUTER SYSTEMS ENGINEERS;15-1199.02;COMPUTER SYSTEMS ENGINEERS/ARCHITECTS;541712;1;Y;65770.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;75000.00 -;Year;N;N;PALO ALTO;SANTA CLARA;CA;94301;;;;
I-200-15196-552348;CERTIFIED;13.08.2015;19.08.2015;H-1B;12/19/2015;12/18/2018;ATASCADERO STATE HOSPITAL;P.O. BOX 7005;N/A;ATASCADERO;CA;93423;UNITED STATES OF AMERICA;N/A;8054682000;;CLIFFORD ROSENTHAL;SANTA MONICA;CA;REHABILITATION THERAPIST, STATE FACILITIES (MUSIC-SAFETY);29-1125;RECREATIONAL THERAPISTS;622210;1;Y;77834.00;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;6625 -;Month;N;N;ATASCADERO;SAN LUIS OBISPO;CA;93422;;;;
I-200-15196-552587;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;06/27/2017;HADIAMONDSTAR SOFTWARE SOLUTIONS, LLC;9477 B;SILVER KING COURT;FAIRFAX;VA;22031;UNITED STATES OF AMERICA;;7038760070;999;HAESUNG HAN;WASHINGTON;DC;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;59114.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;65000.00 -;Year;Y;N;DETROIT;WAYNE;MI;48226;;;;
I-200-15196-552905;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/23/2015;07/23/2018;CHANNEL FUSION, INC.;1365 NORTH CENTER POINT ROAD;STE. B;HIAWATHA;IA;52233;UNITED STATES OF AMERICA;N/A;3192948009;;LORI CHESSER;DES MOINES;IA;TECHNICAL QUALITY ASSURANCE LEAD;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541613;1;Y;62700.00;Year;Level II;Other;2015;TOWERS WATSON: PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SURVEY;62700 - 66000;Year;N;N;HIAWATHA;LINN;IA;52233;;;;
I-200-15196-553711;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;IGATE TECHNOLOGIES INC.;99 WOOD AVE S STE 800;;ISELIN;NJ;8830;UNITED STATES OF AMERICA;N/A;5108963000;;JACQUELYN MARONEY;AUSTIN;TX;COMPUTER SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;3;Y;75421;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;75500 -;Year;Y;N;FREMONT;ALAMEDA;CA;94538;;;;
I-200-15196-554758;CERTIFIED;15.07.2015;21.07.2015;H-1B;01.01.2016;02/28/2017;NATIONWIDE CHILDREN'S HOSPITAL;700 CHILDREN'S DRIVE;N/A;COLUMBUS;OH;43205;UNITED STATES OF AMERICA;N/A;6143553461;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;PEDIATRIC ANESTHISIOLOGY FELLOW;29-1069;PHYSICIANS AND SURGEONS, ALL OTHER;622110;1;Y;63797.00;Year;Level II;Other;2014;AAMC SURVEY OF RESIDENT/FELLOW STIPENDS AND BENEFITS;63797.00 -;Year;N;N;COLUMBUS;FRANKLIN;OH;43205;;;;
I-200-15196-554984;CERTIFIED;15.07.2015;21.07.2015;H-1B;10.01.2015;09/30/2018;PPD DEVELOPMENT, L.P.;929 NORTH FRONT STREET;;WILMINGTON;NC;28401;UNITED STATES OF AMERICA;;9105586639;;ADRIAN HALPERN;CHAPEL HILL;NC;BIOSTATISTICIAN II;15-2041;STATISTICIANS;541710;1;Y;85134;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;85134 - 106224;Year;N;N;MORRISVILLE;WAKE;NC;27560;;;;
I-200-15196-555590;WITHDRAWN;15.07.2015;15.07.2015;H-1B;07/20/2015;07/20/2018;SELSOFT, INC.;303 S. JUPITER, SUITE 110;MSA3E;ALLEN;TX;75002;UNITED STATES OF AMERICA;;9724990329;;HAESUNG HAN;WASHINGTON;DC;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;58053;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;58053 -;Year;Y;N;NEW YORK;NEW YORK;NY;10285;;;;
I-200-15196-556067;CERTIFIED;17.07.2015;23.07.2015;H-1B;09.06.2015;09.05.2018;PENTAIR FILTRATION SOLUTIONS, LLC;5500 WAYZATA BOULEVARD;SUITE 800;GOLDEN VALLEY;MN;55416;UNITED STATES OF AMERICA;N/A;7636565547;;TZU-KAI LO;CHICAGO;IL;SENIOR MECHANICAL DESIGN ENGINEER;17-2141;MECHANICAL ENGINEERS;333319;1;Y;78850.00;Year;Level III;Other;2015;DIETRICH SPRING ENGINEERING SALARY SURVEY 2015;93215 -;Year;N;N;CONROE;MONTGOMERY;TX;77304;;;;
I-200-15196-556240;CERTIFIED;15.07.2015;21.07.2015;H-1B;08/20/2015;08/19/2018;LAMAR UNIVERSITY;4400 MLK, JR. PARKWAY;;BEAUMONT;TX;77710;UNITED STATES OF AMERICA;;4098808375;;JOSE PEREZ, JR.;HOUSTON;TX;ASSISTANT PROFESSOR, MECHANICAL ENGINEERING;25-1032;ENGINEERING TEACHERS, POSTSECONDARY;611310;1;Y;57120.00;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;70000 -;Year;N;N;BEAUMONT;JEFFERSON;TX;77710;;;;
I-200-15196-556481;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;IGATE TECHNOLOGIES INC.;99 WOOD AVE S STE 800;SUITE 320;ISELIN;NJ;8830;UNITED STATES OF AMERICA;N/A;5108963000;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511;20;Y;68682;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;68700 -;Year;Y;N;FREMONT;ALAMEDA;CA;94538;;;;
I-200-15196-556919;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.01.2015;08.01.2018;SWANKTEK INC;510 FRANKLIN AVENUE, SUITE 7 & 8;SUITE 320;NUTLEY;NJ;7110;UNITED STATES OF AMERICA;N/A;9735428326;;JOHN BOUDIA;SOUTHFIELD;MI;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;74922.00;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;74922 -;Year;Y;N;SAN FRANCISCO;SAN FRANCISCO;CA;94107;;;;
I-200-15196-557545;CERTIFIED;16.07.2015;22.07.2015;H-1B;07/27/2015;07/26/2018;CS SOLUTIONS, INC.;3440 FEDERAL DRIVE;SUITE 100;EAGAN;MN;55122;UNITED STATES OF AMERICA;;6516038288;;MARIT GURLEY;BLOOMINGTON;MN;SENIOR PEOPLESOFT ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541519;1;Y;65.69;Hour;Level IV;OES;2015;OFLC ONLINE DATA CENTER;78.00 -;Hour;N;N;TOWSON;BALTIMORE;MD;21252;;;;
I-200-15196-557810;CERTIFIED-WITHDRAWN;15.07.2015;13.08.2015;H-1B;07/23/2015;07/23/2018;CLAIRVOYANT TECHNOSOLUTIONS INC.;5700 KIRKWOOD HIGHWAY;SUITE # 107;WILMINGTON;DE;19808;UNITED STATES OF AMERICA;N/A;3023193525;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;60549;Year;Level I;Other;2015;ONLINE WAGE LIBRARY;70000 -;Year;Y;N;RESTON;FAIRFAX;VA;20191;;;;
I-200-15196-557839;DENIED;20.07.2015;22.07.2015;H-1B;08.01.2015;07/31/2018;AEM-USA FOUNDATION;40 NE LOOP 410 STE. 630;SUITE 320;SAN ANTONIO;TX;78216;UNITED STATES OF AMERICA;N/A;2105250337;;ANNE OHLRICH;SAN ANTONIO;TX;EXECUTIVE DIRECTOR;21-2021;DIRECTORS, RELIGIOUS ACTIVITIES AND EDUCATION;923110;1;Y;2430;Month;Level I;OES;2015;OFLC ONLINE DATA CENTER;3500 -;Month;N;N;SAN ANTONIO;BEXAR;TX;78216;;;;
I-200-15196-557909;CERTIFIED;27.07.2015;31.07.2015;H-1B;08.04.2015;08.03.2018;KOHLER COMPANY;444 HIGHLAND DRIVE;MS004;KOHLER;WI;53044;UNITED STATES OF AMERICA;;9204574441;;MARIA DELAPP;CHICAGO;IL;STAFF ENGINEER - CONTINUOUS IMPROVEMENT;17-2112;INDUSTRIAL ENGINEERS;327111;1;Y;75442.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;75442 - 112250;Year;N;N;KOHLER;SHEBOYGAN;WI;53044;;;;
I-200-15196-558511;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/15/2018;BIRLASOFT INC;2035 LINCOLN HIGHWAY;SUITE 2000;EDISON;NJ;8817;UNITED STATES OF AMERICA;N/A;7324761207;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SYSTEMS ANALYSTS;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;20;Y;51605;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;51605 -;Year;Y;N;FORT MEYERS;LEE;FL;33916;;;;
I-200-15196-558630;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.03.2015;09/30/2017;IBM INDIA PRIVATE LIMITED;3039 CORNWALLIS ROAD;SUITE 320;DURHAM;NC;27709;UNITED STATES OF AMERICA;N/A;9192541561;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ONSITE TEST LEAD;15-1131;COMPUTER PROGRAMMERS;541510;1;Y;74048;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;80446 - 81453;Year;N;N;QUINCY;NORFOLK;MA;2169;;;;
I-200-15196-558693;CERTIFIED;15.07.2015;21.07.2015;H-1B;08/19/2015;08/18/2018;SYMPHONY PERFORMANCE HEALTH, INC.;11545 WILLS ROAD;SUITE 100;ALPHARETTA;GA;30009;UNITED STATES OF AMERICA;N/A;6786890305;;T. MILLS FLEMING;SAVANNAH;GA;IMPLEMENTATION/PROJECT MANAGER;15-1121;COMPUTER SYSTEMS ANALYSTS;541690;1;Y;121222;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;138000 -;Year;N;N;SAN FRANCISCO;SAN FRANCISCO;CA;94104;;;;
I-200-15196-558797;CERTIFIED;15.07.2015;21.07.2015;H-1B;10/22/2015;10/22/2018;RITHAM INC.;4061 PLUM RIDGE DR.;SUITE 320;YPSILANTI;MI;48197;UNITED STATES OF AMERICA;N/A;7344178821;;DEHAI TAO;ANN ARBOR;MI;SOFTWARE DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;54151;1;Y;76294;Year;Level II;Other;2015;OFLC ONLINE DATA CENTER;76294 -;Year;N;N;AUSTIN;TRAVIS;TX;78759;;;;
I-200-15196-559768;CERTIFIED;17.07.2015;23.07.2015;H-1B;07/17/2015;07/14/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;VIC GOEL;RESTON;VA;ANALYST-TESTING;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;1;Y;67808.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;74000 -;Year;Y;N;JERSEY CITY;HUDSON;NJ;7302;;;;
I-200-15196-561118;CERTIFIED-WITHDRAWN;15.07.2015;22.07.2015;H-1B;09.01.2015;08/31/2016;NORTHWESTERN UNIVERSITY;630 DARTMOUTH PLACE;SUITE 320;EVANSTON;IL;60208;UNITED STATES OF AMERICA;N/A;8474915613;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COLLEGE FELLOW;25-1067;SOCIOLOGY TEACHERS, POSTSECONDARY;611310;1;Y;22990;Year;Level I;OES;2015;N/A;80000 -;Year;N;N;EVANSTON;COOK;IL;60208;;;;
I-200-15196-561670;CERTIFIED;22.07.2015;28.07.2015;H-1B;07/22/2015;07/21/2018;SAPIENT CORPORATION;131 DARTMOUTH STREET;;BOSTON;MA;2116;UNITED STATES OF AMERICA;N/A;6179631447;;KATHRYN MOORE;MCLEAN;VA;SPECIALIST PLATFORM;15-1121;COMPUTER SYSTEMS ANALYSTS;541512;1;Y;83450.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;127000.00 -;Year;N;N;CHICAGO;COOK;IL;60603;;;;
I-200-15196-561926;CERTIFIED;15.07.2015;21.07.2015;H-1B;09/15/2015;09/14/2018;SILVER DINER DEVELOPMENT, INC.;12276 ROCKVILLE PIKE;20 NORTH 13TH ST.;ROCKVILLE;MD;20852;UNITED STATES OF AMERICA;;3012308464;;ERIC BARNABAS;SILVER SPRING;MD;STAFF ACCOUNTANT;13-2011.01;ACCOUNTANTS;722110;1;Y;55474.00;Year;Level I;OES;2014;OFLC ONLINE DATA CENTER;55500 -;Year;N;N;FALLS CHRUCH;FAIRFAX;VA;22042;;;;
I-200-15196-563060;CERTIFIED;16.07.2015;22.07.2015;H-1B;07/27/2015;07/26/2018;NAM TECHNOLOGIES, INC.;5755 NORTH POINT PARKWAY;SUITE  83;ALPHARETTA;GA;30022;UNITED STATES OF AMERICA;;6783415166;;SOWMIYA SIKAL;ALPHARETTA;GA;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;57325.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;73000 -;Year;Y;N;ALPHARETTA;FULTON;GA;30022;;;;
